timestamp,activity,voltage,current,charge
0.0,Standing,0.10993428306022465,0.002930867849414408,0.003222028557696354
0.001,Standing,0.11295377076201385,0.003761514928204013,0.004248772949182491
0.002,Standing,0.09531693250553329,0.0028829315215254097,0.0027479218925531186
0.003,Standing,0.13158425631014783,0.0033837173645764546,0.004452439329815261
0.004,Standing,0.09061051228130096,0.0032712800217929825,0.0029641235859024753
0.005,Standing,0.09073164614375076,0.0027671351232148715,0.002510667248314759
0.006,Standing,0.10483924543132069,0.002043359877671101,0.0021422430771967397
0.007,Standing,0.06550164334973935,0.0027188562353795136,0.0017808955144904388
0.008,Standing,0.07974337759331153,0.003157123666297637,0.002517597046303525
0.009,Standing,0.08183951848957578,0.0022938481493323544,0.001877274280295644
0.01,Standing,0.1293129753784311,0.0028871118497567324,0.0037334102354236896
0.011,Standing,0.10135056409375848,0.0022876259068932716,0.0023185217609912887
0.012,Standing,0.08911234550949636,0.003055461294854933,0.002722793225980059
0.013,Standing,0.07698012845155394,0.003187849009172836,0.002454010262102839
0.014,Standing,0.0879872262016239,0.0028541531251033616,0.002511290166325412
0.015,Standing,0.08796586775541207,0.003926139092254469,0.0034536623217861022
0.016,Standing,0.09973005550524133,0.00247114453552205,0.0024644738168908783
0.017,Standing,0.11645089824206378,0.002389578175014489,0.0027826852490006873
0.018,Standing,0.10417727190009511,0.0020201649380601123,0.002104552720353271
0.019,Standing,0.0734362790220314,0.0030984306179345617,0.002275372153890476
0.02,Standing,0.11476933159990821,0.0030856841405949853,0.0035414190634452366
0.021,Standing,0.09768703435223519,0.0028494481522053556,0.002783541395293977
0.022,Standing,0.07042956019265145,0.002640077895802646,0.0018593952507572104
0.023,Standing,0.09078722458080425,0.003528561113109458,0.00320348270222961
0.024,Standing,0.10687236579136923,0.0021184799223186333,0.0022640696117970844
0.025,Standing,0.1064816793878959,0.002807458859791842,0.0029894293420306274
0.026,Standing,0.08646155999388083,0.003305838144420434,0.0028582792305386706
0.027,Standing,0.12061999044991903,0.003465640059558099,0.0041802547088675476
0.028,Standing,0.08321564953554723,0.002845393812074393,0.002367812942561974
0.029,Standing,0.10662526862807128,0.0034877725635611796,0.003718846865033276
0.03,Standing,0.0904165152430942,0.0029071705116680913,0.00262856226882512
0.031,Standing,0.07787330051987944,0.0024018966879596646,0.0018704362259918607
0.032,Standing,0.11625051644788396,0.0036781200142854114,0.004275833512179774
0.033,Standing,0.09855979756839332,0.003501766448946012,0.0034513339233991054
0.034,Standing,0.10723272050095269,0.002677440122697438,0.0028710918833525084
0.035,Standing,0.10722791211016829,0.0037690182832329847,0.004041439612161238
0.036,Standing,0.09928347921780098,0.0037823218279070033,0.0037552207059603996
0.037,Standing,0.047605097918205115,0.003410951252187612,0.0016237866835461562
0.038,Standing,0.10174094136476343,0.002850496324767066,0.0029001217943859974
0.039,Standing,0.10183521553071005,0.0020062155426995537,0.0020430339219186947
0.04,Standing,0.09560656224324976,0.0031785562857558733,0.003038908393777917
0.041,Standing,0.12955788089483034,0.0027408648908631766,0.0035510064707927357
0.042,Standing,0.08383012794213625,0.002749121478207732,0.002304592052466289
0.043,Standing,0.11830804235404149,0.0031643755548298423,0.0037437107716490254
0.044,Standing,0.08940479592465923,0.0032566337165566782,0.002911586728301143
0.045,Standing,0.10194155098696081,0.003484322495266445,0.003551972393062188
0.046,Standing,0.08595893812245296,0.002836168926701116,0.0024379406927512504
0.047,Standing,0.09215783693735685,0.0022682425259339407,0.002090363248393985
0.048,Standing,0.10592240554129152,0.0031305276360899447,0.0033159301782813982
0.049,Standing,0.10010226913284923,0.002882706433312427,0.0028856545521843643
0.05,Standing,0.07169258515899171,0.0027896773386173203,0.001999991801649316
0.051,Standing,0.09314570966946462,0.0025988613653891907,0.0024207278621172995
0.052,Standing,0.09677428576667982,0.003202025428407269,0.0030987372384086043
0.053,Standing,0.1377237180242106,0.0030872889064159194,0.004251929068064996
0.054,Standing,0.1051510078144553,0.0029627770421169165,0.0031153899190812465
0.055,Standing,0.061624575694019176,0.0029867430622753915,0.001840567739197765
0.056,Standing,0.10120460419882053,0.004231621056242643,0.004282595341164316
0.057,Standing,0.09615278070437755,0.003150773671166806,0.0030295564985282847
0.058,Standing,0.09930576460589514,0.002415660981190234,0.002398890607657231
0.059,Standing,0.12285645629030043,0.003375966516343387,0.004147592827526591
0.06,Standing,0.11582063894086095,0.0025453062726026304,0.0029479899879301785
0.061,Standing,0.128055886218722,0.0022990744686038596,0.002944100185599046
0.062,Standing,0.11173714187600542,0.00409522781290499,0.004575890511451282
0.063,Standing,0.08018927349738623,0.002716851135198614,0.0021786231873212594
0.064,Standing,0.10199302730175283,0.0027482621729419004,0.0028030357883723784
0.065,Standing,0.06898673137867735,0.0030342814874030136,0.0020932516189876528
0.066,Standing,0.0787539257254779,0.0032367962153175907,0.002549104087296295
0.067,Standing,0.08161151531532394,0.00377496720250877,0.0030808079366239005
0.068,Standing,0.08433493415327527,0.0028389692418971622,0.0023942428407857097
0.069,Standing,0.1162703443473934,0.0023845678417830224,0.002772545240838327
0.07,Standing,0.1045491986920826,0.003653571377141214,0.003819779598444426
0.071,Standing,0.06785033530877546,0.003092316929266152,0.002098147405317113
0.072,Standing,0.10519765588496847,0.0033909114358886554,0.003567159343690191
0.073,Standing,0.07526098578243837,0.002339771693457862,0.0017609352415548388
0.074,Standing,0.11043883131233796,0.0031484923366165932,0.0034771581405178874
0.075,Standing,0.10500985700691753,0.0031732241047484878,0.003332198094905426
0.076,Standing,0.0863995055684302,0.0031161268485805018,0.002692318190058659
0.077,Standing,0.10586144946597363,0.002642824290986816,0.002797732101277484
0.078,Standing,0.13731549022289513,0.0032369164604558937,0.004444787705780596
0.079,Standing,0.07617393005594703,0.003328276804316915,0.0025352792449886757
0.08,Standing,0.08050636659545357,0.003393542301871226,0.002732017606116243
0.081,Standing,0.12317191158014809,0.002589658840824145,0.003189732297647404
0.082,Standing,0.11926752258488645,0.0032063904634682494,0.0038241824701766396
0.083,Standing,0.1164412031998898,0.003948396491326974,0.0045975603816033606
0.084,Standing,0.0950922376799426,0.002623131917821255,0.0024943948379530243
0.085,Standing,0.08220971140748953,0.002592094857517281,0.0021309537017733336
0.086,Standing,0.09845796581171792,0.003170575987408322,0.003121684621717024
0.087,Standing,0.10553381598660039,0.003413591624518012,0.003602493503552842
0.088,Standing,0.10026003783755814,0.0037267670385786583,0.0037364580429966082
0.089,Standing,0.09470686333524088,0.004360084583294809,0.0041292993476019215
0.09,Standing,0.11251334695530013,0.0025714212217918587,0.002893192080956892
0.091,Standing,0.07858215003877776,0.003241236207621593,0.00254703309978439
0.092,Standing,0.09553074429348299,0.003357000247046046,0.0032069673219371504
0.093,Standing,0.1094647524914709,0.002963585543671564,0.0032440815802530897
0.094,Standing,0.08306412563863191,0.0022425763876570675,0.0018627764681857597
0.095,Standing,0.09106970095865959,0.003428199397161736,0.0031220509392617638
0.096,Standing,0.10428187488260408,0.002377130610644006,0.002478916369187865
